Tipo,Denominação,"Código Postal",Descritivo
LOJA,"CTT PEDRO HISPANO (PORTO)",4101-807,PORTO
LOJA,"CTT PEDRO HISPANO (PORTO)",4101-816,PORTO
LOJA,"CTT PEDRO HISPANO (PORTO)",4102-002,PORTO
LOJA,"CTT PEDRO HISPANO (PORTO)",4102-802,PORTO
LOJA,"CTT PEDRO HISPANO (PORTO)",4103-003,PORTO
LOJA,"CTT PEDRO HISPANO (PORTO)",4103-801,PORTO
LOJA,"CTT PEDRO HISPANO (PORTO)",4104-004,PORTO
LOJA,"CTT PEDRO HISPANO (PORTO)",4104-801,PORTO
LOJA,"CTT PEDRO HISPANO (PORTO)",4106-005,PORTO
LOJA,"CTT PEDRO HISPANO (PORTO)",4106-802,PORTO
LOJA,"CTT PEDRO HISPANO (PORTO)",4107-006,PORTO
LOJA,"CTT PEDRO HISPANO (PORTO)",4107-801,PORTO
LOJA,"CTT PEDRO HISPANO (PORTO)",4108-007,PORTO
LOJA,"CTT PEDRO HISPANO (PORTO)",4108-007,PORTO
LOJA,"CTT PEREIRÓ (PORTO)",4109-601,PORTO
LOJA,"CTT PEREIRÓ (PORTO)",4109-852,PORTO
LOJA,"CTT PEREIRÓ (PORTO)",4109-853,PORTO
LOJA,"CTT PEREIRÓ (PORTO)",4109-855,PORTO
PC,"LORDELO DO OURO (PORTO)",4151-701,PORTO
LOJA,"CTT FOZ DO DOURO (PORTO)",4151-851,PORTO
PC,"LORDELO DO OURO (PORTO)",4151-853,PORTO
PC,"LORDELO DO OURO (PORTO)",4151-854,PORTO
LOJA,"CTT FOZ DO DOURO (PORTO)",4151-901,PORTO
PC,"CAMPO ALEGRE",4151-902,PORTO
LOJA,"CTT SÃO JOÃO (PORTO)",4202-301,PORTO
LOJA,"CTT SÃO JOÃO (PORTO)",4202-351,PORTO
LOJA,"CTT SÃO JOÃO (PORTO)",4202-401,PORTO
LOJA,"CTT SÃO JOÃO (PORTO)",4202-451,PORTO
CDP,"4200 PORTO",4202-800,PORTO
LOJA,"CTT EÇA DE QUEIRÓS (PORTO)",4202-801,PORTO
LOJA,"CTT EÇA DE QUEIRÓS (PORTO)",4202-802,PORTO
LOJA,"CTT EÇA DE QUEIRÓS (PORTO)",4202-803,PORTO
LOJA,"CTT CARVALHIDO (PORTO)",4251-901,PORTO
PC,"AZEVEDO (PORTO)",4306-501,PORTO
LOJA,"CTT BONFIM (PORTO)",4306-901,PORTO
LOJA,"CTT BONFIM (PORTO)",4306-902,PORTO
LOJA,"CTT BONFIM (PORTO)",4306-903,PORTO
LOJA,"CTT BONFIM (PORTO)",4306-904,PORTO
LOJA,"CTT CANIDELO (VILA NOVA DE GAIA)",4401-101,"VILA NOVA DE GAIA"
PC,"AFURADA (VILA NOVA DE GAIA)",4401-401,"VILA NOVA DE GAIA"
PC,"CANDAL (VILA NOVA DE GAIA)",4401-601,"VILA NOVA DE GAIA"
LOJA,"CTT DEVESAS (VILA NOVA DE GAIA)",4401-901,"VILA NOVA DE GAIA"
LOJA,"CTT DEVESAS (VILA NOVA DE GAIA)",4401-951,"VILA NOVA DE GAIA"
LOJA,"CTT DEVESAS (VILA NOVA DE GAIA)",4401-952,"VILA NOVA DE GAIA"
LOJA,"CTT DEVESAS (VILA NOVA DE GAIA)",4401-953,"VILA NOVA DE GAIA"
PC,"VILAR DO PARAÍSO",4406-301,"VILA NOVA DE GAIA"
PC,"MADALENA (VILA NOVA DE GAIA)",4406-601,"VILA NOVA DE GAIA"
LOJA,"CTT VALADARES",4406-901,"VILA NOVA DE GAIA"
LOJA,"CTT VALADARES",4406-951,"VILA NOVA DE GAIA"
LOJA,"CTT VALADARES",4406-952,"VILA NOVA DE GAIA"
LOJA,"CTT VALADARES",4406-953,"VILA NOVA DE GAIA"
LOJA,"CTT VALADARES",4406-957,"VILA NOVA DE GAIA"
LOJA,"CTT VALADARES",4406-959,"VILA NOVA DE GAIA"
LOJA,"CTT CANELAS (VILA NOVA DE GAIA)",4411-701,"CANELAS VNG"
LOJA,"CTT ARCOZELO (VILA NOVA DE GAIA)",4411-801,"ARCOZELO VNG"
LOJA,"CTT PRAIA DA GRANJA",4411-901,"SÃO FELIX DA MARINHA"
LOJA,"CTT FEITEIRA (VILA NOVA DE GAIA)",4416-401,"GRIJÓ VNG"
PC,CRESTUMA,4416-501,CRESTUMA
PC,SANDIM,4416-601,SANDIM
PC,"GRIJÓ (VILA NOVA DE GAIA)",4416-801,"GRIJÓ VNG"
LOJA,"CTT CARVALHOS",4416-852,PEDROSO
LOJA,"CTT CARVALHOS",4416-855,PEDROSO
LOJA,"CTT CARVALHOS",4416-856,PEDROSO
LOJA,"CTT CARVALHOS",4416-857,PEDROSO
LOJA,"CTT CARVALHOS",4416-859,PEDROSO
LOJA,"CTT CARVALHOS",4416-860,PEDROSO
LOJA,"CTT CARVALHOS",4416-862,PEDROSO
LOJA,"CTT CARVALHOS",4416-863,PEDROSO
LOJA,"CTT CARVALHOS",4416-864,PEDROSO
LOJA,"CTT CARVALHOS",4416-868,PEDROSO
LOJA,"CTT CARVALHOS",4416-869,PEDROSO
LOJA,"CTT CARVALHOS",4416-870,PEDROSO
LOJA,"CTT CARVALHOS",4416-871,PEDROSO
LOJA,"CTT CARVALHOS",4416-872,PEDROSO
PC,CRESTUMA,4416-873,CRESTUMA
PC,CRESTUMA,4416-874,CRESTUMA
PC,CRESTUMA,4416-875,CRESTUMA
LOJA,"CTT FEITEIRA (VILA NOVA DE GAIA)",4416-877,"GRIJÓ VNG"
LOJA,"CTT FEITEIRA (VILA NOVA DE GAIA)",4416-879,"GRIJÓ VNG"
LOJA,"CTT FEITEIRA (VILA NOVA DE GAIA)",4416-880,"GRIJÓ VNG"
LOJA,"CTT FEITEIRA (VILA NOVA DE GAIA)",4416-882,"GRIJÓ VNG"
LOJA,"CTT FEITEIRA (VILA NOVA DE GAIA)",4416-883,"GRIJÓ VNG"
LOJA,"CTT FEITEIRA (VILA NOVA DE GAIA)",4416-884,"GRIJÓ VNG"
LOJA,"CTT FEITEIRA (VILA NOVA DE GAIA)",4416-885,"GRIJÓ VNG"
PC,"GRIJÓ (VILA NOVA DE GAIA)",4416-887,"GRIJÓ VNG"
PC,"GRIJÓ (VILA NOVA DE GAIA)",4416-888,"GRIJÓ VNG"
PC,"GRIJÓ (VILA NOVA DE GAIA)",4416-889,"GRIJÓ VNG"
PC,"GRIJÓ (VILA NOVA DE GAIA)",4416-890,"GRIJÓ VNG"
PC,SANDIM,4416-893,SANDIM
LOJA,"CTT CARVALHOS",4416-901,PEDROSO
PC,VALBOM,4424-908,"VALBOM GDM"
LOJA,"CTT GONDOMAR",4424-909,GONDOMAR
LOJA,"CTT ÁGUAS SANTAS (MAIA)",4426-909,MAIA
LOJA,"CTT OLIVEIRA DO DOURO ",4431-601,"VILA NOVA DE GAIA"
LOJA,"CTT AVINTES",4431-801,AVINTES
LOJA,"CTT AVINTES",4431-851,AVINTES
LOJA,"CTT AVINTES",4431-852,AVINTES
LOJA,"CTT VILA NOVA DE GAIA",4431-901,"VILA NOVA DE GAIA"
LOJA,"CTT VILA NOVA DE GAIA",4431-902,"VILA NOVA DE GAIA"
LOJA,"CTT VILA NOVA DE GAIA",4431-903,"VILA NOVA DE GAIA"
LOJA,"CTT VILA NOVA DE GAIA",4431-904,"VILA NOVA DE GAIA"
LOJA,"CTT VILA NOVA DE GAIA",4431-905,"VILA NOVA DE GAIA"
LOJA,"CTT VILA NOVA DE GAIA",4431-906,"VILA NOVA DE GAIA"
LOJA,"CTT VILA NOVA DE GAIA",4431-907,"VILA NOVA DE GAIA"
LOJA,"CTT VILA NOVA DE GAIA",4431-911,"VILA NOVA DE GAIA"
LOJA,"CTT VILA NOVA DE GAIA",4431-912,"VILA NOVA DE GAIA"
LOJA,"CTT VILA NOVA DE GAIA",4431-913,"VILA NOVA DE GAIA"
LOJA,"CTT VILA NOVA DE GAIA",4431-952,"VILA NOVA DE GAIA"
LOJA,"CTT VILA NOVA DE GAIA",4431-953,"VILA NOVA DE GAIA"
LOJA,"CTT VILA NOVA DE GAIA",4431-954,"VILA NOVA DE GAIA"
LOJA,"CTT VILA NOVA DE GAIA",4431-956,"VILA NOVA DE GAIA"
LOJA,"CTT BAGUIM DO MONTE",4436-906,"BAGUIM DO MONTE"
LOJA,"CTT S CAETANO (GONDOMAR)",4436-907,"RIO TINTO"
LOJA,"CTT RIO TINTO",4436-909,"RIO TINTO"
LOJA,"CTT S CAETANO (GONDOMAR)",4436-910,"RIO TINTO"
LOJA,"CTT VALONGO",4444-909,VALONGO
CDP,"4445 ERMESINDE",4446-907,ERMESINDE
LOJA,"CTT ALFENA",4446-908,ALFENA
LOJA,"CTT ERMESINDE",4446-909,ERMESINDE
LOJA,"CTT LEÇA DA PALMEIRA",4451-801,MATOSINHOS
LOJA,"CTT LEÇA DA PALMEIRA",4451-851,MATOSINHOS
LOJA,"CTT LEÇA DA PALMEIRA",4451-852,MATOSINHOS
LOJA,"CTT MATOSINHOS",4451-901,MATOSINHOS
LOJA,"CTT MATOSINHOS",4451-953,MATOSINHOS
LOJA,"CTT MATOSINHOS",4451-956,MATOSINHOS
LOJA,"CTT MATOSINHOS",4451-958,MATOSINHOS
LOJA,"CTT FREIXIEIRO",4456-901,PERAFITA
LOJA,"CTT SENHORA DA HORA",4461-854,"SENHORA DA HORA"
LOJA,"CTT SENHORA DA HORA",4461-855,"SENHORA DA HORA"
LOJA,"CTT SENHORA DA HORA",4461-857,"SENHORA DA HORA"
LOJA,"CTT SENHORA DA HORA",4461-858,"SENHORA DA HORA"
LOJA,"CTT SENHORA DA HORA",4461-860,"SENHORA DA HORA"
LOJA,"CTT SENHORA DA HORA",4461-861,"SENHORA DA HORA"
LOJA,"CTT SENHORA DA HORA",4461-862,"SENHORA DA HORA"
LOJA,"CTT SENHORA DA HORA",4461-864,"SENHORA DA HORA"
LOJA,"CTT SENHORA DA HORA",4461-865,"SENHORA DA HORA"
LOJA,"CTT SENHORA DA HORA",4461-866,"SENHORA DA HORA"
LOJA,"CTT SENHORA DA HORA",4461-867,"SENHORA DA HORA"
LOJA,"CTT SENHORA DA HORA",4461-901,"SENHORA DA HORA"
LOJA,"CTT S MAMEDE DE INFESTA",4466-801,"SÃO MAMEDE DE INFESTA"
LOJA,"CTT S MAMEDE DE INFESTA",4466-851,"SÃO MAMEDE DE INFESTA"
LOJA,"CTT S MAMEDE DE INFESTA",4466-865,"SÃO MAMEDE DE INFESTA"
LOJA,"CTT S MAMEDE DE INFESTA",4466-866,"SÃO MAMEDE DE INFESTA"
LOJA,"CTT S MAMEDE DE INFESTA",4466-868,"SÃO MAMEDE DE INFESTA"
LOJA,"CTT S MAMEDE DE INFESTA",4466-869,"SÃO MAMEDE DE INFESTA"
LOJA,"CTT S MAMEDE DE INFESTA",4466-870,"SÃO MAMEDE DE INFESTA"
LOJA,"CTT S MAMEDE DE INFESTA",4466-901,"SÃO MAMEDE DE INFESTA"
LOJA,"CTT S MAMEDE DE INFESTA",4466-951,"SÃO MAMEDE DE INFESTA"
LOJA,"CTT S MAMEDE DE INFESTA",4466-952,"SÃO MAMEDE DE INFESTA"
LOJA,"CTT S MAMEDE DE INFESTA",4466-953,"SÃO MAMEDE DE INFESTA"
LOJA,"CTT S MAMEDE DE INFESTA",4466-954,"SÃO MAMEDE DE INFESTA"
LOJA,"CTT S MAMEDE DE INFESTA",4466-955,"SÃO MAMEDE DE INFESTA"
LOJA,"CTT S MAMEDE DE INFESTA",4466-957,"SÃO MAMEDE DE INFESTA"
PC,GUEIFÃES,4471-904,MAIA
LOJA,"CTT AEROPORTO DO PORTO",4471-905,MAIA
LOJA,"CTT TECMAIA",4471-907,MAIA
LOJA,"CTT TECMAIA",4471-908,MAIA
LOJA,"CTT MAIA",4471-909,MAIA
PC,"NOGUEIRA (MAIA)",4476-701,MAIA
LOJA,"CTT CASTELO DA MAIA",4476-909,MAIA
LOJA,"CTT CAXINAS",4481-908,"VILA DO CONDE"
LOJA,"CTT VILA DO CONDE",4481-909,"VILA DO CONDE"
LOJA,"CTT VILA DO CONDE",4481-910,"VILA DO CONDE"
LOJA,"CTT VILA DO CONDE",4481-911,"VILA DO CONDE"
LOJA,"CTT VILA DO CONDE",4481-912,"VILA DO CONDE"
LOJA,"CTT VILA DO CONDE",4481-913,"VILA DO CONDE"
LOJA,"CTT VILA DO CONDE",4481-914,"VILA DO CONDE"
LOJA,"CTT VILA DO CONDE",4481-915,"VILA DO CONDE"
LOJA,"CTT VILA DO CONDE",4481-951,"VILA DO CONDE"
LOJA,"CTT VILA DO CONDE",4481-952,"VILA DO CONDE"
LOJA,"CTT VILA DO CONDE",4481-953,"VILA DO CONDE"
LOJA,"CTT VILA DO CONDE",4481-954,"VILA DO CONDE"
LOJA,"CTT PÓVOA DE VARZIM",4494-909,"PÓVOA DE VARZIM"
CDP,"4490 PÓVOA DE VARZIM",4496-903,"PÓVOA DE VARZIM"
LOJA,"CTT ESPINHO",4501-854,ESPINHO
LOJA,"CTT ESPINHO",4501-901,ESPINHO
CDP,"4500 ESPINHO",4501-902,ESPINHO
LOJA,"CTT ESPINHO",4501-908,ESPINHO
LOJA,"CTT ESPINHO",4501-909,ESPINHO
LOJA,"CTT ESPINHO",4501-910,ESPINHO
LOJA,"CTT ESPINHO",4501-911,ESPINHO
LOJA,"CTT ESPINHO",4501-912,ESPINHO
LOJA,"CTT ESPINHO",4501-913,ESPINHO
LOJA,"CTT ESPINHO",4501-914,ESPINHO
LOJA,"CTT ESPINHO",4501-951,ESPINHO
PC,"CALDAS DE SÃO JORGE",4509-903,"CALDAS DE SÃO JORGE"
PC,ARGONCILHE,4509-905,ARGONCILHE
LOJA,"CTT FIÃES",4509-908,"FIÃES VFR"
LOJA,"CTT S PEDRO DA COVA",4514-909,"SÃO PEDRO DA COVA"
PC,"SOUTO (SANTA MARIA DA FEIRA)",4524-906,"SOUTO VFR"
LOJA,"CTT RIO MEÃO",4524-907,"RIO MEÃO"
PC,ESCAPÃES,4524-908,ESCAPÃES
LOJA,"CTT SANTA MARIA DA FEIRA",4524-909,"SANTA MARIA DA FEIRA"
PC,"S JOÃO DE VER",4524-910,"SÃO JOÃO DE VER"
LOJA,"CTT ESPARGO",4524-911,ESPARGO
PC,MOZELOS,4536-902,"MOZELOS VFR"
PC,"SANTA MARIA DE LAMAS",4536-904,"SANTA MARIA DE LAMAS"
PC,"PAÇOS DE BRANDÃO",4536-906,"PAÇOS DE BRANDÃO"
PC,"S PAIO DE OLEIROS",4536-907,"SÃO PAIO DE OLEIROS"
LOJA,"CTT LOUROSA",4536-909,LOUROSA
PC,ESCARIZ,4541-701,ESCARIZ
PC,"CHAVE (AROUCA)",4541-801,CHAVE
LOJA,"CTT AROUCA",4541-909,AROUCA
LOJA,"CTT CASTELO DE PAIVA",4551-909,"CASTELO DE PAIVA"
PC,"PAÇO DE SOUSA",4564-908,"PAÇO DE SOUSA"
LOJA,"CTT PENAFIEL",4564-909,PENAFIEL
PC,"RIO DE MOINHOS (PENAFIEL)",4576-601,"RIO DE MOINHOS PNF"
PC,ALPENDURADA,4576-701,"ALPENDURADA E MATOS"
PC,"TERMAS DE SÃO VICENTE",4576-908,"PINHEIRO PNF"
PC,ENTRE-OS-RIOS,4576-909,ENTRE-OS-RIOS
CDP,"4580 PAREDES",4584-903,PAREDES
PC,CETE,4584-906,CETE
LOJA,"CTT LORDELO (PAREDES)",4584-908,LORDELO
LOJA,"CTT PAREDES",4584-909,PAREDES
PC,RECAREI,4586-401,RECAREI
PC,BALTAR,4586-801,BALTAR
PC,"FREGUESIA DE GANDRA (PAREDES)",4586-901,GANDRA
LOJA,"CTT REBORDOSA",4589-907,REBORDOSA
PC,FREAMUNDE,4591-908,FREAMUNDE
LOJA,"CTT PAÇOS DE FERREIRA",4591-909,"PAÇOS DE FERREIRA"
LOJA,"CTT AMARANTE",4601-909,AMARANTE
PC,"100 LETRAS (VILA MEÃ)",4606-909,"VILA MEÃ"
LOJA,"CTT FELGUEIRAS",4611-909,FELGUEIRAS
LOJA,"CTT LIXA",4616-909,LIXA
PC,"SENHORA APARECIDA",4621-907,TORNO
PC,CAÍDE,4621-908,"CAÍDE DE REI"
LOJA,"CTT LOUSADA",4621-909,LOUSADA
LOJA,"CTT MARCO DE CANAVESES",4634-909,"MARCO DE CANAVESES"
PC,"SANTA MARINHA DO ZÊZERE",4641-908,"SANTA MARINHA DO ZÊZERE"
LOJA,"CTT BAIÃO",4641-909,BAIÃO
PC,"BARROSAS (FELGUEIRAS)",4651-901,IDÃES
PC,LONGRA,4651-908,RANDE
PC,"S MARTINHO DE MOUROS",4661-907,"SÃO MARTINHO DE MOUROS"
PC,"CALDAS DE AREGOS",4661-908,ANREADE
LOJA,"CTT RESENDE",4661-909,RESENDE
LOJA,"CTT CINFÃES",4691-909,CINFÃES
LOJA,"CTT MAXIMINOS (BRAGA)",4701-901,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-902,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-903,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-904,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-905,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-906,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-907,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-908,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-909,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-910,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-911,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-912,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-913,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-914,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-915,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-916,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-917,BRAGA
LOJA,"CTT MAXIMINOS (BRAGA)",4701-918,BRAGA
